sequence_id,sample_id,platform,library_prep_kit,flowcell_id,basecalling_model,run_date,sequencing_lab,target_region,read_count,total_bases,mean_read_length_bp,read_n50_bp,mean_q_score,assembly_method,assembly_n50_bp,contig_count,taxonomic_assignment,assignment_method,organism_novelty,best_blast_accession,best_blast_pct_identity,predicted_function,disease_target_relevance,annotation_confidence,bgc_count,heritage_link,file_path_fasta,file_checksum_sha256,file_size_bytes,data_sensitivity,qc_status,created_at
ZW-SEQ-2026-046,ZW-SMP-2026-046,illumina_miseq,SQK-RBK114-24,FAX12346,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,its,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,5,ZW-TK-2026-046,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-046.fasta,35e8d335a571c935fd87fb8926542d84481c3e1f89d99b79e0d32aab4c1b6e17,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-047,ZW-SMP-2026-047,ont_minion,SQK-RBK114-24,FAX12347,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,rbcl,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,6,ZW-TK-2026-047,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-047.fasta,57dae3fa6e552b7974e423fc9bfc8c51790958e3111d97ab41522b156f5cf9e2,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-048,ZW-SMP-2026-048,illumina_miseq,SQK-RBK114-24,FAX12348,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,matk,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,7,ZW-TK-2026-048,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-048.fasta,f3b7cce025363dcf3ba709613ab1cf8c2b98886eee5ec1283594a7decf96bc28,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-049,ZW-SMP-2026-049,ont_minion,SQK-RBK114-24,FAX12349,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,shotgun_metagenome,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,8,ZW-TK-2026-049,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-049.fasta,c05bb213fed4765c2678f67ff6d8ef1f3e191f828262d185e14962f683d1d6fe,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-050,ZW-SMP-2026-050,illumina_miseq,SQK-RBK114-24,FAX12350,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,16s_rrna,150000,220000000,1450,1600,32.4,flye,45000,300,Streptomyces sp.,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,9,ZW-TK-2026-050,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-050.fasta,156ecf5ca9d3667e78b622689832b7fee9faebd1258cafe28ef783b73e7ae4fb,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-051,ZW-SMP-2026-051,ont_minion,SQK-RBK114-24,FAX12351,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,its,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,10,ZW-TK-2026-001,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-051.fasta,7ea07c0324b21f13e4a9eaf995199e595747373c9f4701449e01864ceccdd36a,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-052,ZW-SMP-2026-052,illumina_miseq,SQK-RBK114-24,FAX12352,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,rbcl,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,11,ZW-TK-2026-002,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-052.fasta,1b5cee49593e40f565e4104f70e96653a79bba54d15813a47f866a87250cb801,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-053,ZW-SMP-2026-053,ont_minion,SQK-RBK114-24,FAX12353,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,matk,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,12,ZW-TK-2026-003,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-053.fasta,50f237820674fe33ee6c5f9a4b9390fd5774f7e8c335c3663be0bdb659ffd52c,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-054,ZW-SMP-2026-054,illumina_miseq,SQK-RBK114-24,FAX12354,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,shotgun_metagenome,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,13,ZW-TK-2026-004,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-054.fasta,0a1bb09cf9c37742a35fe1b51296c372a64230b956028f329192efcd9ab8758a,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-055,ZW-SMP-2026-055,ont_minion,SQK-RBK114-24,FAX12355,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,16s_rrna,150000,220000000,1450,1600,14.5,flye,45000,300,Streptomyces sp.,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,14,ZW-TK-2026-005,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-055.fasta,dafd0bd3b5ba41d8a1e10eeac83b43291c6b7470be5699dbe77a72a7b9528a83,1850000000,public,pass,2026-10-16T08:00:00+02:00
